CODE,scenario,lower,median,upper,indicator
E08000007,1.5°C,0.7,1.7,3.1,Winter Minimum Temperature Change
E08000008,1.5°C,0.8,2.0,3.2,Winter Minimum Temperature Change
E08000009,1.5°C,0.6,1.5,2.6,Winter Minimum Temperature Change
E08000010,1.5°C,0.4,1.1,2.6,Winter Minimum Temperature Change
E08000011,1.5°C,0.1,1.6,2.7,Winter Minimum Temperature Change
E08000012,1.5°C,0.0,1.9,2.4,Winter Minimum Temperature Change
E08000013,1.5°C,0.4,1.5,2.6,Winter Minimum Temperature Change
E08000014,1.5°C,0.1,1.4,2.5,Winter Minimum Temperature Change
E08000015,1.5°C,0.2,1.4,2.5,Winter Minimum Temperature Change
E08000016,1.5°C,0.2,1.5,2.7,Winter Minimum Temperature Change
E08000017,1.5°C,0.1,1.5,2.8,Winter Minimum Temperature Change
E08000018,1.5°C,0.1,1.4,2.9,Winter Minimum Temperature Change
E08000019,1.5°C,0.3,1.6,3.2,Winter Minimum Temperature Change
E08000021,1.5°C,0.9,2.1,3.1,Winter Minimum Temperature Change
E08000022,1.5°C,1.1,1.9,3.1,Winter Minimum Temperature Change
E08000023,1.5°C,0.9,1.9,3.0,Winter Minimum Temperature Change
E08000024,1.5°C,0.8,2.0,3.1,Winter Minimum Temperature Change
E08000025,1.5°C,0.5,1.8,3.2,Winter Minimum Temperature Change
E08000026,1.5°C,0.5,2.0,2.9,Winter Minimum Temperature Change
E08000027,1.5°C,0.8,1.8,3.0,Winter Minimum Temperature Change
E08000028,1.5°C,0.9,1.7,3.1,Winter Minimum Temperature Change
E08000029,1.5°C,0.5,2.0,3.0,Winter Minimum Temperature Change
E08000030,1.5°C,0.7,1.7,3.2,Winter Minimum Temperature Change
E08000031,1.5°C,0.7,1.8,3.1,Winter Minimum Temperature Change
E08000032,1.5°C,0.7,1.9,3.0,Winter Minimum Temperature Change
E08000033,1.5°C,0.8,1.7,3.2,Winter Minimum Temperature Change
E08000034,1.5°C,0.5,1.7,2.7,Winter Minimum Temperature Change
E08000035,1.5°C,0.2,1.7,2.5,Winter Minimum Temperature Change
E08000036,1.5°C,0.1,1.5,2.4,Winter Minimum Temperature Change
E08000037,1.5°C,0.9,2.3,3.3,Winter Minimum Temperature Change
E09000001,1.5°C,0.1,1.3,2.1,Winter Minimum Temperature Change
E09000002,1.5°C,0.6,1.7,2.2,Winter Minimum Temperature Change
E09000003,1.5°C,0.4,1.7,2.3,Winter Minimum Temperature Change
E09000004,1.5°C,0.4,1.7,2.1,Winter Minimum Temperature Change
E09000005,1.5°C,0.6,1.6,2.1,Winter Minimum Temperature Change
E09000006,1.5°C,0.4,1.7,2.6,Winter Minimum Temperature Change
E09000007,1.5°C,0.4,1.4,2.3,Winter Minimum Temperature Change
E09000008,1.5°C,0.3,1.7,2.6,Winter Minimum Temperature Change
E09000009,1.5°C,0.5,1.5,2.1,Winter Minimum Temperature Change
E09000010,1.5°C,0.4,1.6,2.3,Winter Minimum Temperature Change
E09000011,1.5°C,0.3,1.6,2.2,Winter Minimum Temperature Change
E09000012,1.5°C,0.3,1.3,2.2,Winter Minimum Temperature Change
E09000013,1.5°C,0.1,1.4,2.1,Winter Minimum Temperature Change
E09000014,1.5°C,0.3,1.4,2.2,Winter Minimum Temperature Change
E09000015,1.5°C,0.4,1.8,2.5,Winter Minimum Temperature Change
E09000016,1.5°C,0.6,1.8,2.3,Winter Minimum Temperature Change
E09000017,1.5°C,0.4,1.7,2.2,Winter Minimum Temperature Change
E09000018,1.5°C,0.4,1.3,2.0,Winter Minimum Temperature Change
E09000019,1.5°C,0.4,1.3,2.1,Winter Minimum Temperature Change
E09000020,1.5°C,0.3,1.4,2.2,Winter Minimum Temperature Change
E09000021,1.5°C,0.3,1.3,2.1,Winter Minimum Temperature Change
E09000022,1.5°C,0.2,1.4,2.1,Winter Minimum Temperature Change
E09000023,1.5°C,0.3,1.4,2.3,Winter Minimum Temperature Change
E09000024,1.5°C,0.2,1.3,2.1,Winter Minimum Temperature Change
E09000025,1.5°C,0.5,1.5,2.1,Winter Minimum Temperature Change
E09000026,1.5°C,0.6,1.7,2.4,Winter Minimum Temperature Change
E09000027,1.5°C,0.4,1.3,2.0,Winter Minimum Temperature Change
E09000028,1.5°C,0.3,1.4,2.1,Winter Minimum Temperature Change
E09000029,1.5°C,0.4,1.5,2.4,Winter Minimum Temperature Change
E09000030,1.5°C,0.3,1.4,2.1,Winter Minimum Temperature Change
E09000031,1.5°C,0.4,1.5,2.3,Winter Minimum Temperature Change
E09000032,1.5°C,0.2,1.4,2.0,Winter Minimum Temperature Change
E09000033,1.5°C,0.3,1.4,2.3,Winter Minimum Temperature Change
N09000001,1.5°C,0.5,1.4,2.6,Winter Minimum Temperature Change
N09000002,1.5°C,0.5,1.4,2.1,Winter Minimum Temperature Change
N09000003,1.5°C,0.1,1.3,2.1,Winter Minimum Temperature Change
N09000004,1.5°C,0.2,1.5,2.3,Winter Minimum Temperature Change
N09000005,1.5°C,0.6,1.7,3.1,Winter Minimum Temperature Change
N09000006,1.5°C,0.6,1.6,3.1,Winter Minimum Temperature Change
N09000007,1.5°C,0.6,1.4,2.4,Winter Minimum Temperature Change
N09000008,1.5°C,0.3,1.4,2.7,Winter Minimum Temperature Change
N09000009,1.5°C,0.4,1.5,2.3,Winter Minimum Temperature Change
N09000010,1.5°C,0.5,1.3,2.5,Winter Minimum Temperature Change
N09000011,1.5°C,0.2,1.1,1.9,Winter Minimum Temperature Change
S12000005,1.5°C,0.5,1.9,3.5,Winter Minimum Temperature Change
S12000006,1.5°C,0.6,1.6,3.0,Winter Minimum Temperature Change
S12000008,1.5°C,0.9,1.8,3.5,Winter Minimum Temperature Change
S12000010,1.5°C,0.2,1.7,3.0,Winter Minimum Temperature Change
S12000011,1.5°C,0.3,1.9,4.2,Winter Minimum Temperature Change
S12000013,1.5°C,0.4,1.6,3.1,Winter Minimum Temperature Change
S12000014,1.5°C,0.2,1.6,3.5,Winter Minimum Temperature Change
S12000017,1.5°C,0.7,2.3,3.6,Winter Minimum Temperature Change
S12000018,1.5°C,0.6,2.0,3.3,Winter Minimum Temperature Change
S12000019,1.5°C,0.3,1.8,3.7,Winter Minimum Temperature Change
S12000020,1.5°C,0.6,2.2,3.5,Winter Minimum Temperature Change
S12000021,1.5°C,0.4,1.8,2.7,Winter Minimum Temperature Change
S12000023,1.5°C,0.8,1.5,2.5,Winter Minimum Temperature Change
S12000026,1.5°C,0.7,2.1,3.9,Winter Minimum Temperature Change
S12000027,1.5°C,0.4,1.6,2.5,Winter Minimum Temperature Change
S12000028,1.5°C,0.5,1.6,2.9,Winter Minimum Temperature Change
S12000029,1.5°C,0.6,1.8,3.9,Winter Minimum Temperature Change
S12000030,1.5°C,0.5,2.4,3.7,Winter Minimum Temperature Change
S12000033,1.5°C,0.9,2.1,3.4,Winter Minimum Temperature Change
S12000034,1.5°C,0.8,2.2,3.4,Winter Minimum Temperature Change
S12000035,1.5°C,0.6,2.1,3.1,Winter Minimum Temperature Change
S12000036,1.5°C,0.8,1.7,3.2,Winter Minimum Temperature Change
S12000038,1.5°C,0.4,1.8,3.6,Winter Minimum Temperature Change
S12000039,1.5°C,0.4,2.3,3.9,Winter Minimum Temperature Change
S12000040,1.5°C,0.4,1.7,4.3,Winter Minimum Temperature Change
S12000041,1.5°C,0.7,2.0,3.4,Winter Minimum Temperature Change
S12000042,1.5°C,1.0,1.9,3.1,Winter Minimum Temperature Change
S12000045,1.5°C,0.6,2.3,4.0,Winter Minimum Temperature Change
S12000047,1.5°C,0.6,1.7,3.4,Winter Minimum Temperature Change
S12000048,1.5°C,0.4,2.2,3.5,Winter Minimum Temperature Change
S12000049,1.5°C,0.2,1.6,3.6,Winter Minimum Temperature Change
S12000050,1.5°C,0.8,2.2,4.5,Winter Minimum Temperature Change
W06000001,1.5°C,0.5,1.1,2.0,Winter Minimum Temperature Change
W06000002,1.5°C,0.7,1.7,3.1,Winter Minimum Temperature Change
W06000003,1.5°C,0.6,1.9,3.9,Winter Minimum Temperature Change
W06000004,1.5°C,0.6,1.8,3.9,Winter Minimum Temperature Change
W06000005,1.5°C,0.6,1.8,3.0,Winter Minimum Temperature Change
W06000006,1.5°C,0.6,1.8,3.2,Winter Minimum Temperature Change
W06000008,1.5°C,0.8,1.7,2.9,Winter Minimum Temperature Change
W06000009,1.5°C,0.2,1.3,2.4,Winter Minimum Temperature Change
W06000010,1.5°C,0.4,1.8,2.9,Winter Minimum Temperature Change
W06000011,1.5°C,0.1,1.4,2.1,Winter Minimum Temperature Change
W06000012,1.5°C,0.4,1.7,2.7,Winter Minimum Temperature Change
W06000013,1.5°C,0.6,1.4,2.3,Winter Minimum Temperature Change
W06000014,1.5°C,0.5,1.4,2.2,Winter Minimum Temperature Change
W06000015,1.5°C,0.7,1.4,2.3,Winter Minimum Temperature Change
W06000016,1.5°C,0.7,1.6,3.1,Winter Minimum Temperature Change
W06000018,1.5°C,0.8,1.7,2.7,Winter Minimum Temperature Change
W06000019,1.5°C,1.1,1.7,3.2,Winter Minimum Temperature Change
W06000020,1.5°C,0.9,1.5,2.9,Winter Minimum Temperature Change
W06000021,1.5°C,1.0,1.5,3.1,Winter Minimum Temperature Change
W06000022,1.5°C,1.0,1.4,2.4,Winter Minimum Temperature Change
W06000023,1.5°C,0.9,1.9,3.5,Winter Minimum Temperature Change
W06000024,1.5°C,0.8,1.6,3.2,Winter Minimum Temperature Change
E12000007,1.5°C,0.5,1.6,2.2,Winter Minimum Temperature Change
E47000001,2°C,1.1,1.8,3.7,Winter Minimum Temperature Change
E47000002,2°C,1.2,2.0,3.6,Winter Minimum Temperature Change
E47000003,2°C,1.6,2.3,3.7,Winter Minimum Temperature Change
E47000004,2°C,0.9,1.9,2.8,Winter Minimum Temperature Change
E47000006,2°C,1.6,2.3,3.9,Winter Minimum Temperature Change
E47000007,2°C,1.2,2.0,3.5,Winter Minimum Temperature Change
E47000008,2°C,0.9,2.1,3.2,Winter Minimum Temperature Change
E47000009,2°C,0.8,1.9,2.8,Winter Minimum Temperature Change
E47000010,2°C,1.8,2.7,4.1,Winter Minimum Temperature Change
E47000011,2°C,1.8,2.7,4.1,Winter Minimum Temperature Change
E10000003,2°C,0.9,2.1,3.2,Winter Minimum Temperature Change
E10000007,2°C,1.2,2.2,4.0,Winter Minimum Temperature Change
E10000008,2°C,0.6,1.7,2.6,Winter Minimum Temperature Change
E10000011,2°C,1.2,1.8,2.8,Winter Minimum Temperature Change
E10000012,2°C,1.1,2.1,3.2,Winter Minimum Temperature Change
E10000013,2°C,1.1,2.1,3.0,Winter Minimum Temperature Change
E10000014,2°C,0.9,1.8,2.5,Winter Minimum Temperature Change
E10000015,2°C,1.0,2.2,3.1,Winter Minimum Temperature Change
E10000016,2°C,1.2,1.9,2.8,Winter Minimum Temperature Change
E10000017,2°C,1.3,2.0,3.3,Winter Minimum Temperature Change
E10000018,2°C,1.2,2.3,3.5,Winter Minimum Temperature Change
E10000019,2°C,0.9,2.1,3.4,Winter Minimum Temperature Change
E10000020,2°C,1.0,2.0,3.4,Winter Minimum Temperature Change
E10000024,2°C,1.1,2.0,3.5,Winter Minimum Temperature Change
E10000025,2°C,0.9,2.2,2.7,Winter Minimum Temperature Change
E10000028,2°C,1.1,2.1,3.8,Winter Minimum Temperature Change
E10000029,2°C,1.1,2.2,3.3,Winter Minimum Temperature Change
E10000030,2°C,1.2,1.9,2.9,Winter Minimum Temperature Change
E10000031,2°C,1.0,2.0,3.0,Winter Minimum Temperature Change
E10000032,2°C,0.8,1.7,2.6,Winter Minimum Temperature Change
E10000034,2°C,0.9,1.7,3.4,Winter Minimum Temperature Change
E06000001,2°C,1.5,2.3,3.5,Winter Minimum Temperature Change
E06000002,2°C,1.3,2.4,3.9,Winter Minimum Temperature Change
E06000003,2°C,1.7,2.3,3.7,Winter Minimum Temperature Change
E06000004,2°C,1.6,2.3,4.0,Winter Minimum Temperature Change
E06000005,2°C,1.7,2.4,4.4,Winter Minimum Temperature Change
E06000006,2°C,0.6,1.9,3.2,Winter Minimum Temperature Change
E06000007,2°C,0.7,1.7,3.2,Winter Minimum Temperature Change
E06000008,2°C,1.0,2.2,3.6,Winter Minimum Temperature Change
E06000009,2°C,0.5,1.7,2.6,Winter Minimum Temperature Change
E06000010,2°C,1.0,2.3,3.5,Winter Minimum Temperature Change
E06000011,2°C,1.3,2.2,3.9,Winter Minimum Temperature Change
E06000012,2°C,0.7,2.1,3.5,Winter Minimum Temperature Change
E06000013,2°C,0.8,2.1,3.6,Winter Minimum Temperature Change
E06000014,2°C,1.4,2.1,4.1,Winter Minimum Temperature Change
E06000015,2°C,0.8,2.0,3.3,Winter Minimum Temperature Change
E06000016,2°C,0.9,2.2,3.2,Winter Minimum Temperature Change
E06000017,2°C,0.8,2.4,3.6,Winter Minimum Temperature Change
E06000018,2°C,0.7,1.8,3.1,Winter Minimum Temperature Change
E06000019,2°C,1.0,1.7,3.8,Winter Minimum Temperature Change
E06000020,2°C,1.2,2.1,3.6,Winter Minimum Temperature Change
E06000021,2°C,1.2,1.8,4.0,Winter Minimum Temperature Change
E06000022,2°C,0.9,1.9,2.8,Winter Minimum Temperature Change
E06000023,2°C,0.9,1.5,2.6,Winter Minimum Temperature Change
E06000024,2°C,0.7,1.7,2.6,Winter Minimum Temperature Change
E06000025,2°C,0.8,1.9,2.8,Winter Minimum Temperature Change
E06000026,2°C,0.8,1.5,2.4,Winter Minimum Temperature Change
E06000027,2°C,0.9,1.5,2.2,Winter Minimum Temperature Change
E06000030,2°C,0.6,2.0,3.0,Winter Minimum Temperature Change
E06000031,2°C,0.8,2.2,3.1,Winter Minimum Temperature Change
E06000032,2°C,1.1,2.3,3.0,Winter Minimum Temperature Change
E06000033,2°C,1.0,2.0,2.9,Winter Minimum Temperature Change
E06000034,2°C,1.1,1.7,2.7,Winter Minimum Temperature Change
E06000035,2°C,1.3,1.9,2.7,Winter Minimum Temperature Change
E06000036,2°C,0.8,2.0,2.7,Winter Minimum Temperature Change
E06000037,2°C,0.9,1.9,2.7,Winter Minimum Temperature Change
E06000038,2°C,0.9,1.7,2.7,Winter Minimum Temperature Change
E06000039,2°C,1.0,1.8,2.4,Winter Minimum Temperature Change
E06000040,2°C,0.8,1.8,2.6,Winter Minimum Temperature Change
E06000041,2°C,0.8,1.8,2.6,Winter Minimum Temperature Change
E06000042,2°C,0.9,2.4,2.9,Winter Minimum Temperature Change
E06000043,2°C,1.0,1.8,2.5,Winter Minimum Temperature Change
E06000044,2°C,0.6,1.5,2.0,Winter Minimum Temperature Change
E06000045,2°C,0.8,1.5,2.0,Winter Minimum Temperature Change
E06000046,2°C,0.7,1.5,2.1,Winter Minimum Temperature Change
E06000047,2°C,1.8,2.7,4.2,Winter Minimum Temperature Change
E06000049,2°C,1.0,2.0,3.4,Winter Minimum Temperature Change
E06000050,2°C,1.1,2.0,3.5,Winter Minimum Temperature Change
E06000051,2°C,1.5,2.3,4.1,Winter Minimum Temperature Change
E06000052,2°C,0.5,1.5,2.8,Winter Minimum Temperature Change
E06000053,2°C,0.4,1.2,1.7,Winter Minimum Temperature Change
E06000054,2°C,0.8,2.1,2.7,Winter Minimum Temperature Change
E06000055,2°C,0.7,2.3,3.0,Winter Minimum Temperature Change
E06000056,2°C,0.9,2.2,3.1,Winter Minimum Temperature Change
E06000057,2°C,1.8,2.7,4.1,Winter Minimum Temperature Change
E06000058,2°C,0.8,1.6,2.1,Winter Minimum Temperature Change
E06000059,2°C,1.0,1.9,2.4,Winter Minimum Temperature Change
E06000060,2°C,1.0,2.3,3.1,Winter Minimum Temperature Change
E06000061,2°C,0.6,2.4,3.5,Winter Minimum Temperature Change
E06000062,2°C,0.8,2.5,3.1,Winter Minimum Temperature Change
E06000063,2°C,1.2,2.4,3.4,Winter Minimum Temperature Change
E06000064,2°C,1.5,2.8,3.9,Winter Minimum Temperature Change
E06000065,2°C,1.6,2.6,4.1,Winter Minimum Temperature Change
E06000066,2°C,1.0,2.0,2.6,Winter Minimum Temperature Change
E07000008,2°C,1.0,2.0,3.3,Winter Minimum Temperature Change
E07000009,2°C,0.8,2.1,3.3,Winter Minimum Temperature Change
E07000010,2°C,0.8,2.1,3.0,Winter Minimum Temperature Change
E07000011,2°C,0.9,2.1,3.1,Winter Minimum Temperature Change
E07000012,2°C,1.0,2.1,3.2,Winter Minimum Temperature Change
E07000032,2°C,1.3,2.0,3.8,Winter Minimum Temperature Change
E07000033,2°C,1.1,2.2,3.9,Winter Minimum Temperature Change
E07000034,2°C,0.7,2.0,3.9,Winter Minimum Temperature Change
E07000035,2°C,1.1,2.3,4.3,Winter Minimum Temperature Change
E07000036,2°C,0.8,1.8,3.1,Winter Minimum Temperature Change
E07000037,2°C,1.4,2.8,4.3,Winter Minimum Temperature Change
E07000038,2°C,1.4,2.2,4.1,Winter Minimum Temperature Change
E07000039,2°C,0.9,2.2,3.3,Winter Minimum Temperature Change
E07000040,2°C,0.8,1.7,2.7,Winter Minimum Temperature Change
E07000041,2°C,0.5,1.5,2.3,Winter Minimum Temperature Change
E07000042,2°C,0.7,1.9,3.0,Winter Minimum Temperature Change
E07000043,2°C,0.6,1.7,2.6,Winter Minimum Temperature Change
E07000044,2°C,0.8,1.7,2.5,Winter Minimum Temperature Change
E07000045,2°C,0.8,1.6,2.6,Winter Minimum Temperature Change
E07000046,2°C,0.6,1.6,2.4,Winter Minimum Temperature Change
E07000047,2°C,0.6,2.0,2.8,Winter Minimum Temperature Change
E07000061,2°C,0.9,1.8,2.5,Winter Minimum Temperature Change
E07000062,2°C,1.2,2.0,2.5,Winter Minimum Temperature Change
E07000063,2°C,1.0,1.8,2.4,Winter Minimum Temperature Change
E07000064,2°C,1.1,1.8,2.8,Winter Minimum Temperature Change
E07000065,2°C,1.3,1.9,2.8,Winter Minimum Temperature Change
E07000066,2°C,1.0,2.0,2.8,Winter Minimum Temperature Change
E07000067,2°C,0.8,2.2,3.3,Winter Minimum Temperature Change
E07000068,2°C,1.3,2.0,3.3,Winter Minimum Temperature Change
E07000069,2°C,1.0,2.1,2.7,Winter Minimum Temperature Change
E07000070,2°C,1.2,2.1,3.3,Winter Minimum Temperature Change
E07000071,2°C,0.9,2.2,2.8,Winter Minimum Temperature Change
E07000072,2°C,1.2,2.1,3.1,Winter Minimum Temperature Change
E07000073,2°C,1.2,2.2,3.2,Winter Minimum Temperature Change
E07000074,2°C,1.1,2.0,2.8,Winter Minimum Temperature Change
E07000075,2°C,1.0,2.0,2.8,Winter Minimum Temperature Change
E07000076,2°C,1.1,2.0,2.7,Winter Minimum Temperature Change
E07000077,2°C,1.0,2.2,3.7,Winter Minimum Temperature Change
E07000078,2°C,0.8,1.9,3.1,Winter Minimum Temperature Change
E07000079,2°C,1.1,2.1,2.9,Winter Minimum Temperature Change
E07000080,2°C,1.0,1.8,3.2,Winter Minimum Temperature Change
E07000081,2°C,0.7,1.5,3.1,Winter Minimum Temperature Change
E07000082,2°C,1.1,1.9,3.0,Winter Minimum Temperature Change
E07000083,2°C,1.0,1.8,3.2,Winter Minimum Temperature Change
E07000084,2°C,1.0,1.9,2.7,Winter Minimum Temperature Change
E07000085,2°C,1.0,2.0,2.9,Winter Minimum Temperature Change
E07000086,2°C,0.7,1.4,2.0,Winter Minimum Temperature Change
E07000087,2°C,0.7,1.5,2.0,Winter Minimum Temperature Change
E07000088,2°C,0.7,1.6,2.1,Winter Minimum Temperature Change
E07000089,2°C,0.8,1.8,3.1,Winter Minimum Temperature Change
E07000090,2°C,0.6,1.7,2.3,Winter Minimum Temperature Change
E07000091,2°C,0.8,1.6,2.2,Winter Minimum Temperature Change
E07000092,2°C,1.0,2.0,3.0,Winter Minimum Temperature Change
E07000093,2°C,1.0,1.9,2.4,Winter Minimum Temperature Change
E07000094,2°C,0.6,1.6,2.5,Winter Minimum Temperature Change
E07000095,2°C,1.2,2.0,2.7,Winter Minimum Temperature Change
E07000096,2°C,1.0,2.3,3.3,Winter Minimum Temperature Change
E07000098,2°C,1.2,2.1,2.8,Winter Minimum Temperature Change
E07000099,2°C,1.1,2.3,3.2,Winter Minimum Temperature Change
E07000102,2°C,0.9,2.1,2.9,Winter Minimum Temperature Change
E07000103,2°C,1.0,2.2,2.7,Winter Minimum Temperature Change
E07000105,2°C,1.1,2.0,3.2,Winter Minimum Temperature Change
E07000106,2°C,1.0,1.9,2.9,Winter Minimum Temperature Change
E07000107,2°C,1.1,1.8,2.4,Winter Minimum Temperature Change
E07000108,2°C,0.9,2.0,2.8,Winter Minimum Temperature Change
E07000109,2°C,1.3,2.0,2.8,Winter Minimum Temperature Change
E07000110,2°C,1.5,2.0,2.9,Winter Minimum Temperature Change
E07000111,2°C,1.2,1.9,2.7,Winter Minimum Temperature Change
E07000112,2°C,1.1,2.0,3.0,Winter Minimum Temperature Change
E07000113,2°C,1.2,2.0,2.8,Winter Minimum Temperature Change
E07000114,2°C,0.9,1.8,2.5,Winter Minimum Temperature Change
E07000115,2°C,0.9,2.0,2.7,Winter Minimum Temperature Change
E07000116,2°C,1.1,1.9,2.6,Winter Minimum Temperature Change
E07000117,2°C,1.0,2.6,4.3,Winter Minimum Temperature Change
E07000118,2°C,1.1,1.8,3.2,Winter Minimum Temperature Change
E07000119,2°C,0.8,1.9,2.7,Winter Minimum Temperature Change
E07000120,2°C,0.7,2.1,3.7,Winter Minimum Temperature Change
E07000121,2°C,1.1,1.8,3.1,Winter Minimum Temperature Change
E07000122,2°C,1.3,2.7,4.1,Winter Minimum Temperature Change
E07000123,2°C,1.3,1.9,3.1,Winter Minimum Temperature Change
E07000124,2°C,1.4,2.4,3.5,Winter Minimum Temperature Change
E07000125,2°C,1.1,2.5,3.7,Winter Minimum Temperature Change
E07000126,2°C,0.8,1.7,2.9,Winter Minimum Temperature Change
E07000127,2°C,0.8,1.7,2.9,Winter Minimum Temperature Change
E07000128,2°C,1.1,1.9,2.8,Winter Minimum Temperature Change
E07000129,2°C,1.1,2.3,3.2,Winter Minimum Temperature Change
E07000130,2°C,1.0,2.4,3.4,Winter Minimum Temperature Change
E07000131,2°C,1.2,2.4,3.4,Winter Minimum Temperature Change
E07000132,2°C,1.1,2.0,3.4,Winter Minimum Temperature Change
E07000133,2°C,1.3,2.3,3.8,Winter Minimum Temperature Change
E07000134,2°C,1.0,2.1,3.4,Winter Minimum Temperature Change
E07000135,2°C,1.0,2.3,3.2,Winter Minimum Temperature Change
E07000136,2°C,0.9,1.9,3.1,Winter Minimum Temperature Change
E07000137,2°C,1.0,2.1,3.5,Winter Minimum Temperature Change
E07000138,2°C,0.8,2.0,3.6,Winter Minimum Temperature Change
E07000139,2°C,0.8,2.1,3.4,Winter Minimum Temperature Change
E07000140,2°C,0.8,2.0,2.9,Winter Minimum Temperature Change
E07000141,2°C,0.9,2.2,3.3,Winter Minimum Temperature Change
E07000142,2°C,0.7,2.1,3.6,Winter Minimum Temperature Change
E07000143,2°C,1.0,2.2,3.5,Winter Minimum Temperature Change
E07000144,2°C,0.7,2.2,3.4,Winter Minimum Temperature Change
E07000145,2°C,1.2,2.1,3.2,Winter Minimum Temperature Change
E07000146,2°C,0.8,1.9,3.2,Winter Minimum Temperature Change
E07000147,2°C,0.9,2.0,3.3,Winter Minimum Temperature Change
E07000148,2°C,0.9,2.0,3.5,Winter Minimum Temperature Change
E07000149,2°C,1.1,2.3,3.7,Winter Minimum Temperature Change
E07000170,2°C,1.1,2.0,3.8,Winter Minimum Temperature Change
E07000171,2°C,0.9,1.9,3.7,Winter Minimum Temperature Change
E07000172,2°C,0.8,1.8,3.2,Winter Minimum Temperature Change
E07000173,2°C,1.2,2.0,3.4,Winter Minimum Temperature Change
E07000174,2°C,0.8,2.2,3.9,Winter Minimum Temperature Change
E07000175,2°C,1.1,2.0,3.4,Winter Minimum Temperature Change
E07000176,2°C,0.9,2.0,3.4,Winter Minimum Temperature Change
E07000177,2°C,0.9,2.3,2.8,Winter Minimum Temperature Change
E07000178,2°C,1.0,1.9,2.3,Winter Minimum Temperature Change
E07000179,2°C,1.0,2.0,2.8,Winter Minimum Temperature Change
E07000180,2°C,0.8,1.8,2.5,Winter Minimum Temperature Change
E07000181,2°C,0.8,2.1,2.8,Winter Minimum Temperature Change
E07000192,2°C,1.1,2.4,3.9,Winter Minimum Temperature Change
